national_inv,lead_time,sales_1_month,pieces_past_due,perf_6_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop
11,9.0,0,0,0.67,0,No,No,No,Yes,No
1,8.0,0,0,0.91,0,Yes,No,No,Yes,No
6,2.0,0,0,0.1,0,Yes,No,No,Yes,No
5,8.0,0,0,0.97,0,No,No,No,Yes,No
25,2.0,0,0,0.83,0,No,No,No,Yes,No
0,2.0,0,0,0.99,0,Yes,No,Yes,Yes,No
4315,,5,0,-99.0,0,No,No,No,Yes,No
3,9.0,0,0,0.68,0,No,No,No,Yes,No
39,8.0,0,0,0.9,0,No,No,No,Yes,No
0,2.0,0,0,0.95,0,No,No,No,Yes,No
0,2.0,0,0,0.8,0,No,No,Yes,Yes,No
1,9.0,0,0,0.7,0,No,No,No,Yes,No
94,8.0,5,0,0.95,0,No,No,No,Yes,No
41,8.0,0,0,1.0,0,No,No,No,Yes,No
4,8.0,1,0,0.89,0,No,No,No,Yes,No
10,2.0,0,0,0.84,0,Yes,No,No,Yes,No
12,2.0,0,0,0.9,0,Yes,No,No,Yes,No
31,8.0,10,0,0.73,0,No,No,No,Yes,No
13,12.0,0,0,0.48,0,Yes,No,No,Yes,No
4840,52.0,2,0,0.94,0,Yes,No,No,No,No
9,8.0,6,0,0.17,0,No,No,No,Yes,No
559,14.0,3,0,0.75,0,No,No,No,No,No
5,8.0,0,0,0.0,0,No,No,No,Yes,No
14,12.0,0,0,0.9,0,No,No,No,Yes,No
0,8.0,0,0,1.0,0,No,No,No,Yes,No
36,8.0,15,0,0.84,0,No,No,No,Yes,No
3,2.0,0,0,0.27,0,Yes,No,Yes,Yes,No
2,12.0,0,0,0.57,0,No,No,No,Yes,No
12,4.0,0,0,0.73,0,No,No,No,Yes,No
12,13.0,0,0,0.42,0,No,No,No,Yes,No
28,2.0,0,0,1.0,0,Yes,No,No,Yes,No
177,2.0,0,0,0.9,0,No,No,No,Yes,No
1,8.0,2,0,0.81,0,No,No,No,Yes,No
699,2.0,238,0,0.97,0,No,No,No,Yes,No
162,8.0,159,0,0.36,0,Yes,No,No,Yes,No
315,12.0,50,0,0.57,0,No,No,Yes,Yes,No
17,4.0,0,0,0.86,0,Yes,No,No,Yes,No
10,8.0,0,0,0.82,0,No,No,No,Yes,No
42,8.0,0,0,0.14,0,No,No,Yes,Yes,No
172,8.0,29,0,0.84,0,No,No,No,Yes,No
3,8.0,0,0,0.46,0,Yes,No,No,Yes,No
20,12.0,0,0,0.48,0,Yes,No,No,Yes,No
25469,8.0,4630,0,0.59,0,No,No,No,Yes,No
0,2.0,0,0,0.42,0,Yes,No,Yes,Yes,No
0,8.0,0,2,0.71,0,No,No,No,Yes,No
4,8.0,0,0,1.0,0,Yes,No,No,Yes,No
169,2.0,5,0,0.13,0,Yes,No,No,Yes,No
187,8.0,1,0,0.82,0,No,No,No,Yes,No
3,2.0,3,0,0.99,0,No,No,No,Yes,No
209,4.0,0,0,0.73,0,No,No,No,Yes,No
2,2.0,0,0,0.82,0,No,No,No,Yes,No
-4,8.0,0,0,0.18,0,No,No,No,Yes,No
43,9.0,0,0,0.91,0,No,No,No,Yes,No
9,9.0,0,0,0.86,0,No,No,Yes,Yes,No
2,12.0,0,0,0.78,0,No,No,No,Yes,No
2,8.0,0,0,0.37,0,No,No,No,Yes,No
5,4.0,1,0,0.73,0,No,No,No,Yes,No
307,4.0,245,0,0.91,0,No,No,No,Yes,No
16,8.0,3,0,1.0,0,No,No,Yes,Yes,No
471,8.0,102,0,0.95,0,No,No,No,Yes,No
0,2.0,0,0,0.76,0,No,No,Yes,Yes,No
2,8.0,3,0,0.82,0,No,No,No,Yes,No
5,9.0,4,0,0.94,0,Yes,No,No,Yes,No
1,,0,0,-99.0,0,Yes,No,No,Yes,No
502,8.0,133,0,1.0,0,No,No,No,Yes,No
3,8.0,7,0,0.91,0,No,No,No,Yes,No
1,8.0,0,0,0.88,0,No,No,No,Yes,No
2,2.0,0,0,0.0,0,Yes,No,No,Yes,No
9,8.0,0,0,0.98,0,No,No,No,Yes,No
60,8.0,14,0,-99.0,0,No,No,No,Yes,No
8,,0,0,-99.0,0,No,No,Yes,Yes,No
148,12.0,0,0,0.99,0,No,No,Yes,Yes,No
433,3.0,0,0,0.99,0,No,No,No,Yes,No
6,8.0,4,0,0.95,0,No,No,No,Yes,No
11,8.0,1,0,0.99,0,No,No,No,Yes,No
-8,8.0,20,0,0.42,8,No,No,No,Yes,No
3,2.0,3,0,0.82,0,No,No,No,Yes,No
190,8.0,23,0,0.64,0,No,No,No,Yes,No
6,9.0,0,0,0.96,0,No,No,Yes,Yes,No
83,8.0,41,0,0.98,0,No,No,No,Yes,No
3,2.0,0,0,0.96,0,Yes,No,No,Yes,No
817,8.0,164,500,0.99,0,No,No,No,Yes,No
155,2.0,57,0,0.99,0,No,No,No,Yes,No
10,8.0,1,0,0.99,0,No,No,No,Yes,No
302,8.0,54,0,0.54,0,No,No,No,Yes,No
377,8.0,139,0,1.0,0,No,No,No,Yes,No
4,4.0,0,0,0.73,0,No,No,No,Yes,No
10,2.0,0,0,0.69,0,Yes,No,No,Yes,No
88,8.0,31,0,0.79,0,No,No,No,Yes,No
21,8.0,3,0,0.79,0,Yes,No,No,Yes,No
1949,8.0,454,0,0.97,0,No,No,No,Yes,No
19,6.0,3,0,0.73,0,No,No,Yes,Yes,No
0,8.0,1,0,0.98,0,No,No,No,Yes,No
24,2.0,0,0,0.68,0,No,No,No,Yes,No
13171,2.0,180,0,0.99,0,No,No,No,Yes,No
5,2.0,0,0,0.98,0,Yes,No,No,Yes,No
2,8.0,0,0,0.37,0,No,No,No,Yes,No
7,8.0,4,0,0.81,0,No,No,Yes,Yes,No
3,2.0,0,0,0.99,0,Yes,No,No,Yes,No
2,8.0,0,0,0.93,0,Yes,No,No,Yes,No
1514,8.0,0,0,1.0,0,No,No,No,Yes,No
0,8.0,0,0,0.99,0,No,No,No,Yes,No
14,2.0,0,0,0.83,0,No,No,No,Yes,No
18,8.0,0,0,0.78,0,No,No,No,Yes,No
257,,0,0,-99.0,0,No,No,Yes,Yes,No
66,2.0,0,0,0.98,0,Yes,No,No,Yes,No
3,12.0,0,0,0.57,0,No,No,No,Yes,No
2,2.0,0,0,0.99,0,No,No,No,Yes,No
1,12.0,0,0,0.74,0,No,No,No,Yes,No
477,52.0,0,0,0.9,0,Yes,No,No,Yes,No
9,8.0,0,0,0.42,0,No,No,No,Yes,No
142,8.0,47,0,0.97,0,No,No,No,Yes,No
16,8.0,2,0,0.82,0,No,No,No,Yes,No
45,8.0,305,0,0.93,3,No,No,No,Yes,No
31,8.0,6,0,0.87,0,No,No,No,Yes,No
28,2.0,1,0,0.46,0,No,No,No,Yes,No
0,2.0,0,0,0.1,0,Yes,No,No,Yes,No
15,8.0,10,0,0.0,0,No,No,No,Yes,No
29,8.0,0,0,0.83,0,No,No,No,Yes,No
6,8.0,3,0,0.76,0,No,No,No,Yes,No
12,2.0,0,0,1.0,0,No,No,No,Yes,No
0,2.0,0,0,0.86,0,Yes,No,No,Yes,No
4,,0,0,-99.0,0,Yes,No,No,Yes,No
18,2.0,4,0,0.89,0,No,No,No,Yes,No
34,8.0,9,0,0.98,0,No,No,No,Yes,No
0,2.0,0,0,0.0,0,Yes,No,Yes,Yes,No
8,,1,0,-99.0,0,No,No,No,No,No
35,10.0,8,0,0.89,0,No,No,No,Yes,No
3,8.0,0,0,1.0,0,No,No,No,Yes,No
60,8.0,5,0,0.85,0,No,No,Yes,Yes,No
12,8.0,0,0,0.99,0,No,No,No,Yes,No
192,8.0,53,0,0.88,0,No,No,No,Yes,No
2,8.0,0,0,1.0,0,No,No,No,Yes,No
3,10.0,0,0,0.89,0,No,No,No,Yes,No
6,8.0,0,0,0.15,0,No,No,No,Yes,No
9,8.0,0,0,0.67,0,No,No,No,Yes,No
4,12.0,0,0,0.78,0,No,No,No,Yes,No
80,8.0,0,0,1.0,0,No,No,No,Yes,No
166,2.0,0,0,0.98,0,No,No,No,Yes,No
116,8.0,5,0,0.97,0,No,No,No,Yes,No
15,,0,0,-99.0,0,No,No,No,No,No
3,8.0,0,0,1.0,0,No,No,No,Yes,No
68,9.0,20,0,0.95,0,No,No,No,Yes,No
813,52.0,3,0,0.0,0,Yes,No,No,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
109,2.0,53,0,0.95,0,Yes,No,No,Yes,No
22,2.0,0,0,0.66,0,Yes,No,No,Yes,No
320,6.0,37,0,0.74,0,No,No,No,Yes,No
7,8.0,2,68,0.99,0,No,No,No,Yes,No
52,8.0,0,0,0.74,0,No,No,No,Yes,No
1000,2.0,0,0,0.85,0,No,No,No,Yes,No
6,2.0,13,0,0.82,0,No,No,No,Yes,No
1631,2.0,24,0,1.0,0,No,No,No,Yes,No
1757,4.0,95,0,0.73,0,No,No,No,Yes,No
2,8.0,0,0,0.97,0,No,No,No,Yes,No
2,12.0,0,0,0.82,0,No,No,No,Yes,No
4,8.0,0,0,0.82,0,No,No,No,Yes,No
1840,8.0,497,0,-99.0,0,No,No,No,No,No
70,8.0,4,0,0.97,0,No,No,No,Yes,No
2,8.0,6,0,0.82,0,No,No,No,Yes,No
56,8.0,20,0,0.94,0,No,No,No,Yes,No
6,8.0,1,0,0.8,0,Yes,No,Yes,Yes,No
156,8.0,173,0,0.91,0,No,No,No,Yes,No
6,8.0,0,0,0.5,0,Yes,No,No,Yes,No
110,5.0,4,0,0.87,0,No,No,No,Yes,No
2,12.0,0,0,0.82,0,No,No,No,Yes,No
-8,2.0,8,0,0.27,8,Yes,No,No,Yes,No
0,8.0,0,0,0.94,0,No,No,No,Yes,No
4,4.0,1,0,0.56,0,Yes,No,No,Yes,No
2,4.0,2,0,0.73,0,No,No,No,Yes,No
78,8.0,34,0,0.74,3,No,No,Yes,Yes,No
255,,0,0,-99.0,0,Yes,No,No,Yes,No
637,8.0,163,0,0.53,0,No,No,No,Yes,No
16,,0,0,-99.0,0,No,No,No,No,No
12,2.0,0,0,0.81,0,Yes,No,No,Yes,No
350,0.0,2,0,0.0,0,No,No,No,No,No
44,8.0,0,34,0.96,0,No,No,No,Yes,No
56,9.0,0,0,0.68,0,Yes,No,No,Yes,No
13,12.0,0,0,0.58,0,Yes,No,No,Yes,No
8,8.0,1,0,1.0,0,No,No,No,Yes,No
5,8.0,1,0,1.0,0,No,No,No,Yes,No
960,,0,0,-99.0,0,Yes,No,No,Yes,No
30,2.0,185,40,0.6,2,No,No,No,Yes,No
19,2.0,1,0,0.99,0,Yes,No,No,Yes,No
97,8.0,0,0,0.1,0,No,No,No,Yes,No
13,8.0,0,0,0.35,0,No,No,No,Yes,No
119,8.0,11,0,0.98,0,No,No,No,Yes,No
3,8.0,0,0,0.37,0,No,No,No,Yes,No
52,0.0,2,0,0.0,0,No,No,No,No,No
110,2.0,39,0,0.99,0,No,No,No,Yes,No
2,4.0,2,0,0.73,0,Yes,No,No,Yes,No
203,8.0,0,0,0.98,0,No,No,No,Yes,No
6,,0,0,-99.0,0,Yes,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
0,,0,0,-99.0,0,No,No,Yes,Yes,No
56,2.0,8,0,0.8,0,No,No,No,Yes,No
24941,12.0,0,0,0.95,0,No,No,No,Yes,No
53,2.0,0,0,0.98,0,No,No,No,Yes,No
1010,8.0,296,0,0.92,0,No,No,No,Yes,No
111,,0,0,-99.0,0,Yes,No,No,Yes,No
9,8.0,67,0,0.37,0,No,No,No,Yes,No
3,8.0,0,0,0.87,0,Yes,No,No,Yes,No
4,11.0,1,0,0.85,0,No,No,No,Yes,No
83,2.0,15,0,0.94,0,No,No,No,Yes,No
319,8.0,111,0,0.96,0,No,No,No,Yes,No
2,12.0,0,0,0.73,0,No,No,No,Yes,No
115,4.0,1,0,0.24,0,Yes,No,No,Yes,No
50,2.0,0,0,0.83,0,No,No,No,Yes,No
3,12.0,0,0,0.63,0,No,No,No,Yes,No
131,8.0,45,0,0.97,0,No,No,No,Yes,No
500,2.0,0,0,0.59,0,No,No,Yes,Yes,No
17,2.0,0,0,0.32,0,No,No,No,Yes,No
3,8.0,0,0,0.99,0,Yes,No,No,Yes,No
109,,0,0,-99.0,0,Yes,No,Yes,Yes,No
9,8.0,0,0,0.74,0,No,No,No,Yes,No
1,12.0,0,0,0.85,0,No,No,No,Yes,No
105,8.0,3,0,1.0,0,No,No,No,Yes,No
9,2.0,0,0,0.65,0,Yes,No,No,Yes,No
11,8.0,0,0,0.81,0,No,No,No,Yes,No
6,8.0,0,0,0.97,0,No,No,No,Yes,No
402,8.0,60,0,0.97,0,No,No,No,Yes,No
11,9.0,0,0,0.99,0,No,No,No,Yes,No
1695,2.0,2,0,1.0,0,No,No,No,Yes,No
3,2.0,0,0,0.56,0,Yes,No,No,Yes,No
4,12.0,1,0,0.63,0,No,No,Yes,Yes,No
64,8.0,0,0,0.99,0,No,No,No,Yes,No
50,9.0,0,0,0.95,0,No,No,No,Yes,No
0,2.0,0,0,0.67,0,No,No,No,Yes,No
0,15.0,0,0,0.78,0,No,No,No,Yes,No
465,10.0,37,0,0.0,0,No,No,No,Yes,No
16,8.0,0,0,0.99,0,No,No,No,Yes,No
1702,8.0,0,0,-99.0,0,No,No,No,Yes,No
69,8.0,0,0,0.66,0,No,No,No,Yes,No
2,4.0,0,0,0.73,0,No,No,No,Yes,No
0,8.0,1,0,0.78,0,No,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
22,52.0,0,0,0.0,0,Yes,No,No,Yes,No
10,8.0,0,0,0.7,0,No,No,No,Yes,No
6,14.0,0,0,0.89,0,No,No,No,Yes,No
2,8.0,0,0,1.0,0,No,No,No,Yes,No
26,8.0,0,0,0.86,0,No,No,No,Yes,No
9,11.0,0,0,0.85,0,No,No,No,Yes,No
73,2.0,16,0,1.0,0,No,No,No,Yes,No
14,2.0,0,0,0.84,0,Yes,No,No,Yes,No
571,8.0,12,0,1.0,0,No,No,No,Yes,No
173,12.0,84,0,0.73,0,No,No,No,Yes,No
15,52.0,0,0,0.71,0,Yes,No,No,No,No
70,8.0,1,0,0.99,0,No,No,No,Yes,No
1,12.0,0,0,0.78,0,No,No,No,Yes,No
35,8.0,0,0,0.92,0,No,No,No,Yes,No
0,8.0,0,0,0.07,0,Yes,No,Yes,Yes,No
8,8.0,28,0,0.92,0,No,No,No,Yes,No
0,8.0,0,0,0.82,0,No,No,No,Yes,No
500,9.0,45,0,0.94,0,No,No,Yes,Yes,No
379,8.0,176,0,0.98,0,No,No,No,Yes,No
2,8.0,0,1,0.82,0,No,No,No,Yes,No
31,3.0,1,0,0.43,0,Yes,No,Yes,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
0,,0,0,-99.0,0,No,No,No,Yes,No
185,8.0,1,0,0.97,0,Yes,No,Yes,Yes,No
394,8.0,246,0,0.98,0,No,No,No,Yes,No
44,8.0,11,0,0.42,0,No,No,No,Yes,No
2,8.0,0,0,0.79,0,No,No,No,Yes,No
17,2.0,0,0,0.99,0,Yes,No,No,Yes,No
222,,0,0,-99.0,0,Yes,No,No,Yes,No
233,8.0,34,0,0.85,0,No,No,No,Yes,No
27,8.0,0,0,0.85,0,No,No,Yes,Yes,No
4,2.0,0,0,0.08,0,No,No,Yes,Yes,No
9,8.0,7,0,0.93,0,No,No,No,Yes,No
12,8.0,0,0,1.0,0,No,No,No,Yes,No
18,8.0,7,0,1.0,0,No,No,No,Yes,No
9,12.0,0,0,0.82,0,Yes,No,No,Yes,No
176,12.0,1,0,0.98,0,No,No,No,Yes,No
248,,0,0,-99.0,0,Yes,No,Yes,Yes,No
116,2.0,15,0,0.84,0,No,No,Yes,Yes,No
6,8.0,2,0,0.79,0,No,No,No,Yes,No
47,8.0,9,0,0.82,0,No,No,No,Yes,No
1,8.0,0,0,0.78,0,No,No,No,Yes,No
7,8.0,1,0,0.73,0,No,No,No,Yes,No
51,4.0,0,0,0.73,0,No,No,No,Yes,No
60,12.0,9,0,0.77,0,No,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
1,9.0,0,0,0.68,0,No,No,No,Yes,No
2,8.0,0,0,1.0,0,No,No,Yes,Yes,No
8,,0,0,-99.0,0,Yes,No,No,Yes,No
31,11.0,1,0,0.85,0,No,No,No,Yes,No
2,8.0,0,0,0.87,0,Yes,No,No,Yes,No
0,9.0,0,0,0.68,0,Yes,No,No,Yes,No
0,2.0,0,0,0.86,0,Yes,No,No,Yes,No
13,8.0,5,0,1.0,0,No,No,No,Yes,No
2,8.0,0,0,0.37,0,No,No,No,Yes,No
40,12.0,0,0,0.48,0,Yes,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
20,12.0,0,0,0.48,0,Yes,No,No,Yes,No
7,8.0,4,0,0.99,0,No,No,No,Yes,No
-5,3.0,31,0,0.96,5,No,No,No,Yes,No
0,8.0,5,0,0.99,0,No,No,No,Yes,No
12,9.0,0,0,0.94,0,Yes,No,No,Yes,No
152,4.0,5,0,0.73,0,Yes,No,No,Yes,No
3,9.0,0,0,0.99,0,No,No,No,Yes,No
11,9.0,0,0,0.85,0,No,No,No,Yes,No
24,2.0,77,0,0.5,0,No,No,No,Yes,No
140,,10,0,-99.0,0,Yes,No,No,Yes,No
2,12.0,0,0,0.57,0,No,No,No,Yes,No
63,8.0,12,0,0.99,0,No,No,No,Yes,No
1,8.0,1,0,0.18,0,No,No,No,Yes,No
3,9.0,1,0,0.99,0,No,No,No,Yes,No
0,8.0,0,0,0.37,0,No,No,No,Yes,No
68,8.0,3,0,0.85,0,No,No,No,Yes,No
3,2.0,0,0,0.74,0,Yes,No,Yes,Yes,No
3,8.0,0,0,0.99,0,No,No,No,Yes,No
0,2.0,0,0,0.98,0,Yes,No,Yes,Yes,No
5,12.0,0,0,0.99,0,No,No,No,Yes,No
109,8.0,36,0,0.99,0,No,No,No,Yes,No
442,8.0,152,0,1.0,0,No,No,No,Yes,No
63,8.0,0,0,0.61,0,No,No,No,Yes,No
16,8.0,0,0,0.68,0,No,No,No,Yes,No
3,2.0,2,0,0.9,0,No,No,No,Yes,No
0,2.0,0,0,0.85,0,Yes,No,Yes,Yes,No
9,8.0,1,0,0.83,0,No,No,No,Yes,No
2,,0,0,-99.0,0,Yes,No,No,Yes,No
3,8.0,0,0,0.99,0,No,No,No,Yes,No
0,2.0,0,0,1.0,0,No,No,No,Yes,No
413,8.0,25,0,0.0,9,No,No,No,No,No
18,8.0,2,0,0.81,0,No,No,No,Yes,No
44,4.0,0,0,0.92,0,Yes,No,No,Yes,No
5,8.0,0,0,1.0,0,No,No,No,Yes,No
62,8.0,4,0,0.2,0,No,No,No,Yes,No
4,10.0,0,0,0.89,0,No,No,No,Yes,No
43,12.0,0,0,0.74,0,No,No,No,Yes,No
231,9.0,42,0,0.99,0,No,No,No,Yes,No
13,13.0,0,0,0.42,0,No,No,No,Yes,No
18,9.0,0,0,0.99,0,No,No,No,Yes,No
1,2.0,1,0,0.36,0,Yes,No,No,Yes,No
11,12.0,0,0,0.98,0,No,No,No,Yes,No
-30,2.0,324,109,0.29,39,No,No,Yes,Yes,No
6,8.0,0,0,0.5,0,Yes,No,No,Yes,No
6,52.0,0,0,0.78,0,Yes,No,No,No,No
34,8.0,20,0,0.37,0,No,No,No,Yes,No
5,8.0,1,0,0.46,0,No,No,No,Yes,No
13,2.0,0,0,0.94,0,No,No,No,Yes,No
323,2.0,0,0,0.99,0,No,No,No,Yes,No
0,8.0,1,0,0.98,0,No,No,No,Yes,No
4,2.0,1,0,0.82,0,No,No,No,Yes,No
0,2.0,0,12,0.81,0,No,No,Yes,Yes,No
6,9.0,24,0,0.91,0,No,No,No,Yes,No
3,9.0,0,0,0.68,0,No,No,No,Yes,No
87,8.0,34,0,0.99,0,No,No,No,Yes,No
3,8.0,1,0,0.99,0,Yes,No,No,Yes,No
88,12.0,3,0,0.98,0,No,No,No,Yes,No
7,8.0,0,0,0.8,0,No,No,No,Yes,No
23,9.0,6,0,0.94,0,Yes,No,No,Yes,No
134,2.0,20,0,0.89,0,No,No,No,Yes,No
10,8.0,21,0,0.15,0,No,No,No,Yes,No
0,2.0,0,70,0.24,0,Yes,No,Yes,Yes,No
7,8.0,0,0,0.53,0,No,No,Yes,Yes,No
74,8.0,10,0,0.9,0,No,No,Yes,Yes,No
161,8.0,32,0,0.78,0,No,No,No,Yes,No
2626,8.0,150,0,0.84,0,No,No,No,Yes,No
4,9.0,0,0,0.86,0,No,No,No,Yes,No
38,12.0,0,0,0.0,0,No,No,No,Yes,No
12,2.0,0,0,0.99,0,Yes,No,No,Yes,No
1,8.0,0,0,0.98,0,No,No,No,Yes,No
10,12.0,0,0,0.48,0,Yes,No,No,Yes,No
37,2.0,7,0,0.67,0,No,No,No,Yes,No
2,8.0,0,0,0.78,0,No,No,No,Yes,No
50,4.0,0,0,0.73,0,No,No,No,Yes,No
1,8.0,2,0,1.0,0,No,No,No,Yes,No
1630,52.0,50,0,0.66,0,Yes,No,No,Yes,No
22,9.0,4,0,0.99,0,No,No,No,Yes,No
59,12.0,0,0,0.92,0,No,No,No,Yes,No
16,8.0,5,0,0.98,0,No,No,No,Yes,No
6,,1,0,-99.0,0,No,No,No,No,No
-2,8.0,10,0,0.65,2,No,No,No,Yes,No
0,12.0,0,0,0.96,0,No,No,No,Yes,No
12,8.0,0,0,0.85,0,No,No,No,Yes,No
18,52.0,0,0,0.44,0,Yes,No,Yes,No,No
3,4.0,1,0,0.73,0,No,No,No,Yes,No
2494,8.0,1711,0,0.0,0,No,No,No,Yes,No
74,8.0,18,0,0.4,0,No,No,No,Yes,No
946,2.0,475,0,0.92,2,No,No,No,Yes,No
10,8.0,0,0,0.99,0,No,No,No,Yes,No
229,,2,0,-99.0,0,Yes,No,No,Yes,No
19,2.0,0,0,0.96,0,No,No,No,Yes,No
29,8.0,0,0,0.99,0,No,No,No,Yes,No
12,2.0,2,0,0.5,0,Yes,No,Yes,No,No
2,9.0,0,0,0.68,0,No,No,No,Yes,No
5,12.0,0,0,0.73,0,Yes,No,No,Yes,No
26,8.0,0,0,0.76,0,No,No,No,Yes,No
51,12.0,12,0,0.96,0,No,No,No,Yes,No
14,4.0,11,0,0.77,0,No,No,No,Yes,No
168,2.0,72,0,0.97,0,No,No,No,Yes,No
1,8.0,0,0,0.4,0,Yes,No,No,Yes,No
3,8.0,0,0,0.66,0,No,No,No,Yes,No
11,9.0,0,0,0.91,0,Yes,No,No,Yes,No
26,4.0,1,0,0.93,0,No,No,No,Yes,No
0,2.0,0,0,0.65,0,Yes,No,Yes,Yes,No
4,8.0,1,0,0.82,0,No,No,No,Yes,No
71,8.0,1,0,0.46,0,No,No,No,Yes,No
31,,0,0,-99.0,0,No,No,Yes,Yes,No
117,2.0,1,0,0.96,0,No,No,No,Yes,No
23,2.0,0,0,0.88,0,No,No,No,Yes,No
25,8.0,13,0,0.9,0,No,No,No,Yes,No
297,4.0,19,0,0.73,0,No,No,No,Yes,No
11,2.0,0,0,0.98,0,Yes,No,Yes,Yes,No
3,8.0,0,0,0.91,0,Yes,No,No,Yes,No
2,2.0,0,0,0.92,0,No,No,No,Yes,No
35,2.0,0,0,0.57,0,Yes,No,Yes,Yes,No
2,8.0,0,0,1.0,0,No,No,No,Yes,No
0,8.0,8,0,0.61,0,No,No,No,Yes,No
15,4.0,0,0,0.22,0,Yes,No,No,Yes,No
0,8.0,0,0,0.99,0,No,No,No,Yes,No
2,8.0,0,0,0.95,0,No,No,No,Yes,No
215,2.0,3,0,0.01,0,Yes,No,No,Yes,No
4,3.0,2,0,0.96,0,No,No,No,Yes,No
29,8.0,0,0,0.99,0,No,No,No,Yes,No
71,9.0,4,0,0.99,0,No,No,No,Yes,No
0,8.0,0,0,0.94,0,Yes,No,Yes,Yes,No
22,8.0,5,0,0.99,0,No,No,No,Yes,No
365,8.0,67,0,0.21,3,No,No,No,Yes,No
154,8.0,0,0,0.98,0,No,No,No,Yes,No
2,9.0,0,0,0.7,0,No,No,No,Yes,No
221,,4,0,-99.0,0,Yes,No,No,Yes,No
16,8.0,42,0,0.97,4,No,No,No,Yes,No
0,8.0,2,0,0.97,0,No,No,No,Yes,No
1,,0,0,-99.0,0,Yes,No,No,Yes,No
10,8.0,6,0,0.99,0,No,No,No,Yes,No
47,3.0,0,0,0.89,0,No,No,No,Yes,No
32,8.0,0,0,0.85,0,No,No,No,Yes,No
-141,8.0,252,0,0.15,244,No,No,Yes,Yes,No
1,2.0,0,0,0.42,0,No,No,No,Yes,No
5,12.0,3,1,0.76,0,No,No,No,Yes,No
3,2.0,0,0,0.53,0,No,No,Yes,Yes,No
3,2.0,0,0,0.8,0,Yes,No,No,Yes,No
3,8.0,0,0,0.82,0,No,No,No,Yes,No
39,8.0,0,0,0.96,0,No,No,No,Yes,No
12,9.0,0,0,0.99,0,No,No,Yes,Yes,No
14,8.0,0,0,0.68,0,No,No,No,Yes,No
68,8.0,17,0,0.99,0,No,No,No,Yes,No
13,2.0,1,0,0.99,0,No,No,No,Yes,No
0,4.0,0,0,0.73,0,Yes,No,No,Yes,No
26,2.0,0,0,0.83,0,No,No,No,Yes,No
5,8.0,0,0,0.71,0,No,No,No,Yes,No
49,2.0,0,0,0.83,0,No,No,No,Yes,No
5,,1,0,-99.0,0,No,No,No,Yes,No
3,9.0,0,0,0.43,0,No,No,No,Yes,No
3483,2.0,7,0,0.99,0,No,No,Yes,Yes,No
75,8.0,24,0,0.97,0,No,No,No,Yes,No
242,9.0,27,0,0.67,0,No,No,No,Yes,No
79,8.0,23,0,0.93,0,No,No,No,Yes,No
109,2.0,38,0,0.66,0,No,No,No,Yes,No
33,9.0,0,0,0.94,0,No,No,No,Yes,No
2514,8.0,3,0,0.91,0,No,No,No,Yes,No
7,12.0,0,0,0.73,0,No,No,Yes,Yes,No
3,12.0,0,0,0.78,0,No,No,No,Yes,No
54,4.0,14,0,0.24,0,Yes,No,Yes,Yes,No
12,8.0,0,0,0.48,0,No,No,Yes,Yes,No
415,8.0,25,0,0.7,0,No,No,No,Yes,No
62,,3,0,-99.0,0,Yes,No,No,Yes,No
11,8.0,0,0,0.98,0,No,No,No,Yes,No
7,4.0,71,0,0.73,0,No,No,No,Yes,No
1,12.0,0,0,0.73,0,No,No,Yes,Yes,No
11,8.0,0,0,0.99,0,No,No,No,Yes,No
848,8.0,1578,0,0.97,3,No,No,No,Yes,No
0,8.0,0,0,0.96,0,No,No,No,Yes,No
18,2.0,2,0,0.76,0,Yes,No,No,Yes,No
18,8.0,2,0,1.0,0,No,No,No,Yes,No
394,12.0,63,0,1.0,0,No,No,No,Yes,No
9,10.0,0,0,0.89,0,No,No,No,Yes,No
24,8.0,5,0,0.61,0,No,No,No,Yes,No
16,8.0,0,0,0.99,0,No,No,No,Yes,No
4,8.0,0,0,0.82,0,No,No,No,Yes,No
1283,8.0,474,288,0.09,0,No,No,Yes,Yes,No
50,2.0,0,0,1.0,0,No,No,No,Yes,No
2,4.0,0,0,0.68,0,Yes,No,No,Yes,No
0,8.0,0,0,0.88,0,No,No,No,Yes,No
10,10.0,0,0,0.89,0,No,No,No,Yes,No
0,4.0,1,0,0.78,0,No,No,No,Yes,No
11,,0,0,-99.0,0,Yes,No,No,Yes,No
11,2.0,3,0,0.88,0,No,No,No,Yes,No
13,12.0,0,0,0.48,0,Yes,No,No,Yes,No
3,12.0,0,0,0.57,0,No,No,No,Yes,No
11,2.0,0,0,0.97,0,No,No,Yes,Yes,No
869,8.0,13,0,0.98,0,No,No,No,Yes,No
2,2.0,0,0,0.82,0,No,No,Yes,Yes,No
1,12.0,1,0,0.78,0,No,No,No,Yes,No
1,8.0,0,0,0.9,0,No,No,No,Yes,No
